Brand,Processor,RAM(GB),GPU,Screen_Size(inch),Battery_Life(hours),Weight(kg),Operating_System,Storage_Size(GB),Storage_Type,ResolutionX,ResolutionY,Price(€)
Microsoft,AMD Ryzen 3,16,Nvidia RTX 3060,15.6,9.0,2.19,FreeDOS,512,SSD,2560,1440,1280.43
Samsung,AMD Ryzen 7,8,Nvidia RTX 3060,17.3,10.8,1.36,Linux,2048,SSD,2560,1440,1697.93
HP,AMD Ryzen 7,64,AMD Radeon RX 6800,13.3,6.3,2.02,FreeDOS,512,SSD,1920,1080,2744.08
HP,AMD Ryzen 5,8,AMD Radeon RX 6800,15.6,4.5,2.16,Linux,2048,SSD,1920,1080,1164.69
Apple,Intel i5,8,Nvidia RTX 3080,17.3,4.2,2.89,FreeDOS,1024,HDD,1920,1080,1151.57
Acer,AMD Ryzen 5,32,Nvidia GTX 1650,15.6,6.8,3.35,FreeDOS,1024,HDD,1366,768,1122.61
Samsung,AMD Ryzen 5,8,AMD Radeon RX 6800,13.3,5.3,2.73,macOS,2048,SSD,2560,1440,1050.55
MSI,Intel i3,4,Integrated,15.6,6.5,1.7,Windows,2048,SSD,1920,1080,592.04
Acer,AMD Ryzen 3,32,Integrated,15.6,11.4,2.27,FreeDOS,1024,SSD,3840,2160,1525.88
MSI,Intel i7,16,Nvidia RTX 3060,13.3,5.9,1.59,Windows,2048,SSD,3840,2160,3002.33
Dell,Intel i5,4,Nvidia RTX 3060,14.0,11.3,1.68,macOS,2048,SSD,2560,1440,1110.27
Lenovo,AMD Ryzen 5,64,Nvidia RTX 3080,14.0,9.3,3.3,macOS,1024,SSD,3840,2160,3743.67
Asus,AMD Ryzen 5,4,Nvidia RTX 3080,15.6,6.2,2.35,FreeDOS,512,SSD,3840,2160,1508.18
Razer,Intel i7,16,Nvidia RTX 3060,14.0,7.8,1.87,Linux,256,SSD,2560,1440,2321.76
Razer,AMD Ryzen 9,16,AMD Radeon RX 6600,17.3,9.7,1.6,Windows,256,SSD,3840,2160,4664.55
Razer,Intel i5,4,Integrated,17.3,9.4,1.21,FreeDOS,1024,HDD,3840,2160,1322.24
Microsoft,Intel i5,4,AMD Radeon RX 6800,13.3,7.7,1.79,Linux,1024,HDD,3840,2160,1289.24
Razer,AMD Ryzen 9,4,Integrated,15.6,6.6,3.31,FreeDOS,2048,SSD,1920,1080,1386.56
HP,AMD Ryzen 7,32,Nvidia RTX 3080,15.6,9.5,2.02,FreeDOS,2048,SSD,1366,768,1699.85
Microsoft,Intel i5,8,Nvidia RTX 2060,17.3,6.4,2.37,Windows,256,SSD,3840,2160,1566.93
Microsoft,Intel i7,64,Nvidia RTX 2060,15.6,5.3,2.79,Linux,2048,SSD,3840,2160,5065.47
Acer,Intel i3,32,AMD Radeon RX 6800,14.0,9.9,2.6,FreeDOS,2048,SSD,1366,768,1050.86
Asus,AMD Ryzen 3,8,Integrated,17.3,8.6,2.3,macOS,1024,HDD,2560,1440,732.03
Razer,Intel i3,32,AMD Radeon RX 6800,13.3,7.4,2.48,macOS,1024,SSD,1920,1080,1683.77
Dell,AMD Ryzen 9,4,Nvidia RTX 3060,17.3,7.0,3.34,FreeDOS,1024,HDD,1366,768,1014.71
Microsoft,Intel i3,32,AMD Radeon RX 6800,17.3,5.9,2.1,macOS,1024,SSD,1366,768,1232.7
Acer,Intel i9,4,Nvidia RTX 3080,14.0,5.6,2.57,Linux,256,SSD,1366,768,1030.46
Acer,AMD Ryzen 9,16,Nvidia RTX 2060,17.3,8.6,2.31,Linux,1024,SSD,1920,1080,2013.83
Acer,Intel i5,8,AMD Radeon RX 6600,14.0,9.3,2.85,Linux,512,SSD,1920,1080,854.41
Apple,AMD Ryzen 9,4,AMD Radeon RX 6600,17.3,6.6,2.63,FreeDOS,1024,HDD,1366,768,1712.9
HP,AMD Ryzen 7,4,Nvidia RTX 3060,16.0,5.8,2.82,macOS,256,SSD,3840,2160,1926.77
Lenovo,Intel i7,64,AMD Radeon RX 6800,17.3,12.0,3.32,Windows,256,SSD,3840,2160,4878.16
Razer,Intel i7,32,AMD Radeon RX 6800,14.0,6.9,3.36,Linux,1024,HDD,3840,2160,3459.62
Dell,Intel i9,64,Nvidia GTX 1650,13.3,8.8,1.87,FreeDOS,512,SSD,1920,1080,3508.02
MSI,Intel i3,16,AMD Radeon RX 6600,17.3,6.7,3.11,Linux,1024,HDD,1366,768,889.92
Asus,AMD Ryzen 3,8,Nvidia RTX 2060,16.0,9.3,1.74,Windows,1024,HDD,2560,1440,777.84
MSI,AMD Ryzen 7,64,AMD Radeon RX 6600,14.0,9.0,3.37,macOS,1024,SSD,1920,1080,3651.72
HP,Intel i3,4,Integrated,14.0,5.9,3.41,Windows,2048,SSD,2560,1440,468.38
Microsoft,Intel i3,32,Integrated,15.6,8.5,3.06,FreeDOS,512,SSD,3840,2160,1474.01
Razer,Intel i3,32,AMD Radeon RX 6800,15.6,11.7,2.78,FreeDOS,512,SSD,1366,768,1559.87
Microsoft,AMD Ryzen 3,32,Integrated,17.3,6.1,2.39,Linux,1024,SSD,1920,1080,887.65
Dell,Intel i5,64,Integrated,17.3,9.9,2.45,macOS,1024,HDD,2560,1440,1667.14
Apple,Intel i7,32,AMD Radeon RX 6800,17.3,8.9,3.34,FreeDOS,512,SSD,1920,1080,3007.11
Apple,Intel i3,32,Nvidia RTX 3080,16.0,8.8,3.17,FreeDOS,512,SSD,1366,768,1560.44
HP,AMD Ryzen 7,64,Nvidia RTX 2060,16.0,6.7,2.23,Windows,2048,SSD,2560,1440,3750.63
Lenovo,AMD Ryzen 9,16,Integrated,16.0,7.5,2.03,Windows,256,SSD,1920,1080,1336.08
Asus,AMD Ryzen 7,8,AMD Radeon RX 6800,15.6,4.2,1.81,FreeDOS,2048,SSD,2560,1440,1688.75
Razer,Intel i7,8,Nvidia GTX 1650,14.0,10.1,3.33,Linux,512,SSD,1920,1080,1495.05
Asus,Intel i3,8,Nvidia RTX 3080,14.0,10.5,1.31,FreeDOS,256,SSD,1920,1080,812.73
HP,AMD Ryzen 5,16,AMD Radeon RX 6800,15.6,7.0,2.68,FreeDOS,256,SSD,2560,1440,1420.08
Acer,Intel i3,32,Nvidia RTX 3060,15.6,7.0,2.88,macOS,1024,HDD,3840,2160,1756.43
Razer,Intel i3,16,Nvidia GTX 1650,13.3,9.6,2.85,macOS,512,SSD,1920,1080,1411.11
Microsoft,AMD Ryzen 9,4,Nvidia RTX 3060,14.0,8.2,2.18,FreeDOS,2048,SSD,1920,1080,1270.58
HP,Intel i7,16,Nvidia RTX 3060,16.0,4.8,2.3,Windows,1024,HDD,2560,1440,1453.32
Dell,Intel i5,16,Nvidia RTX 2060,14.0,10.3,2.92,macOS,2048,SSD,1366,768,1018.57
HP,Intel i3,64,AMD Radeon RX 6600,17.3,12.0,2.75,Windows,1024,SSD,2560,1440,2514.2
Samsung,AMD Ryzen 9,8,Nvidia RTX 3080,15.6,4.9,2.16,Linux,1024,SSD,1920,1080,1673.13
Asus,Intel i7,32,AMD Radeon RX 6800,15.6,11.1,2.4,FreeDOS,256,SSD,1366,768,1720.28
Asus,AMD Ryzen 3,64,Nvidia RTX 3060,16.0,10.4,2.6,Windows,2048,SSD,2560,1440,2532.01
Asus,AMD Ryzen 9,32,AMD Radeon RX 6600,16.0,4.9,1.93,FreeDOS,1024,SSD,1366,768,2256.92
HP,Intel i5,4,Nvidia RTX 2060,13.3,8.5,1.87,Windows,256,SSD,2560,1440,1122.9
Dell,AMD Ryzen 9,32,Integrated,16.0,7.2,2.08,macOS,1024,HDD,2560,1440,1771.15
Microsoft,AMD Ryzen 9,64,Nvidia RTX 3080,17.3,4.1,1.86,macOS,256,SSD,1366,768,3247.09
Microsoft,AMD Ryzen 5,64,Nvidia GTX 1650,17.3,4.2,1.93,Linux,512,SSD,1920,1080,2346.29
Microsoft,AMD Ryzen 9,32,Integrated,17.3,4.9,3.09,FreeDOS,2048,SSD,1366,768,1572.65
Asus,AMD Ryzen 7,16,AMD Radeon RX 6800,14.0,6.9,1.39,macOS,2048,SSD,3840,2160,2164.05
Lenovo,Intel i9,16,Nvidia RTX 3080,16.0,6.5,2.47,Linux,256,SSD,2560,1440,2463.22
HP,Intel i3,64,AMD Radeon RX 6800,13.3,4.6,2.5,FreeDOS,1024,HDD,2560,1440,2018.47
Lenovo,Intel i9,64,AMD Radeon RX 6600,17.3,8.9,1.31,Windows,256,SSD,2560,1440,5037.55
Razer,Intel i9,16,Nvidia RTX 2060,16.0,4.7,3.22,FreeDOS,512,SSD,3840,2160,4530.05
Lenovo,Intel i7,4,Nvidia GTX 1650,15.6,11.4,3.03,FreeDOS,2048,SSD,1366,768,848.3
Microsoft,Intel i7,32,Nvidia RTX 3080,17.3,11.5,2.16,Windows,512,SSD,1366,768,1624.92
Samsung,Intel i5,4,Nvidia RTX 2060,16.0,8.5,3.11,macOS,256,SSD,3840,2160,1545.42
MSI,AMD Ryzen 7,32,Nvidia RTX 3060,14.0,11.5,2.27,Linux,512,SSD,1366,768,1881.4
Apple,AMD Ryzen 9,4,Nvidia RTX 3080,15.6,11.6,2.93,Linux,256,SSD,2560,1440,2830.39
Razer,Intel i7,32,AMD Radeon RX 6600,13.3,5.5,1.2,FreeDOS,512,SSD,1366,768,2145.34
Razer,AMD Ryzen 7,4,Nvidia RTX 2060,16.0,6.2,1.5,Linux,512,SSD,2560,1440,2055.52
Acer,Intel i7,8,Integrated,17.3,8.7,3.23,Linux,2048,SSD,2560,1440,937.53
Razer,AMD Ryzen 5,64,AMD Radeon RX 6800,14.0,9.4,1.3,FreeDOS,2048,SSD,3840,2160,5098.92
Apple,AMD Ryzen 5,4,AMD Radeon RX 6600,15.6,7.6,1.47,Linux,256,SSD,1920,1080,1309.84
HP,Intel i3,8,Integrated,13.3,10.3,1.94,macOS,1024,SSD,2560,1440,636.22
Apple,Intel i3,16,Nvidia GTX 1650,17.3,10.4,2.63,FreeDOS,1024,HDD,1920,1080,1239.29
Acer,Intel i9,16,Integrated,15.6,8.7,3.42,FreeDOS,256,SSD,2560,1440,1714.65
Acer,Intel i9,64,Nvidia RTX 3080,15.6,4.6,2.93,macOS,512,SSD,2560,1440,4863.13
Dell,AMD Ryzen 7,32,AMD Radeon RX 6800,16.0,10.3,3.23,Linux,256,SSD,2560,1440,2370.96
Asus,AMD Ryzen 3,64,AMD Radeon RX 6800,15.6,11.1,3.06,macOS,1024,HDD,3840,2160,2824.57
Acer,AMD Ryzen 9,4,Integrated,14.0,11.2,2.02,macOS,1024,HDD,1366,768,721.36
Acer,AMD Ryzen 7,32,Nvidia GTX 1650,17.3,9.4,2.12,macOS,1024,HDD,1920,1080,1567.9
Asus,Intel i7,8,Nvidia GTX 1650,14.0,7.3,3.44,Linux,1024,HDD,2560,1440,1324.83
Apple,Intel i3,16,Nvidia RTX 3060,15.6,6.0,1.79,Linux,1024,SSD,2560,1440,1962.83
Acer,Intel i3,8,Nvidia RTX 2060,16.0,5.1,1.92,macOS,512,SSD,2560,1440,1045.89
MSI,AMD Ryzen 7,32,Nvidia RTX 2060,15.6,9.3,2.45,Linux,2048,SSD,1920,1080,2589.37
MSI,AMD Ryzen 3,8,Nvidia RTX 2060,15.6,6.1,1.6,macOS,1024,HDD,1920,1080,844.98
HP,AMD Ryzen 3,4,Integrated,16.0,7.7,2.19,Windows,1024,SSD,1366,768,376.15
Microsoft,AMD Ryzen 7,4,Nvidia RTX 3060,15.6,6.7,1.94,macOS,256,SSD,3840,2160,1879.97
Lenovo,Intel i9,4,Integrated,13.3,10.1,2.45,Linux,1024,SSD,2560,1440,1153.45
MSI,Intel i9,64,Nvidia RTX 3060,15.6,4.5,2.22,macOS,1024,HDD,2560,1440,5271.34
Microsoft,Intel i7,8,Integrated,15.6,11.6,1.86,Linux,1024,SSD,2560,1440,1039.41
Samsung,AMD Ryzen 3,64,AMD Radeon RX 6800,14.0,8.4,1.54,macOS,1024,HDD,3840,2160,2461.73
Samsung,Intel i5,64,Nvidia RTX 2060,14.0,8.7,2.29,Linux,2048,SSD,1366,768,1839.73
Samsung,AMD Ryzen 9,64,Nvidia RTX 2060,15.6,5.0,1.66,macOS,512,SSD,3840,2160,6493.07
Samsung,AMD Ryzen 5,32,Nvidia RTX 3080,16.0,9.6,2.35,FreeDOS,256,SSD,2560,1440,2014.17
HP,Intel i5,32,AMD Radeon RX 6600,17.3,8.5,2.7,Linux,1024,SSD,3840,2160,2751.08
Acer,AMD Ryzen 9,16,Nvidia RTX 2060,14.0,4.1,1.69,macOS,1024,SSD,1366,768,1671.06
Dell,Intel i9,4,Nvidia GTX 1650,15.6,8.7,3.09,Linux,2048,SSD,1920,1080,1603.38
Apple,AMD Ryzen 7,64,AMD Radeon RX 6800,17.3,8.1,1.74,macOS,512,SSD,1920,1080,4423.32
Microsoft,Intel i7,8,Nvidia RTX 2060,16.0,6.7,3.09,Linux,1024,HDD,2560,1440,1433.76
Lenovo,Intel i9,16,AMD Radeon RX 6600,17.3,8.8,1.49,FreeDOS,1024,HDD,1366,768,1537.51
Apple,Intel i3,64,Nvidia RTX 3060,15.6,11.3,3.43,macOS,256,SSD,3840,2160,4907.49
Asus,AMD Ryzen 7,4,AMD Radeon RX 6800,16.0,8.2,1.97,Windows,1024,SSD,1366,768,897.75
Apple,Intel i9,64,AMD Radeon RX 6800,13.3,10.0,2.43,macOS,512,SSD,1366,768,4546.01
Apple,Intel i3,8,Nvidia RTX 3060,13.3,8.7,2.33,Windows,512,SSD,3840,2160,1783.99
Asus,AMD Ryzen 5,4,AMD Radeon RX 6600,15.6,6.6,1.9,Windows,512,SSD,3840,2160,1428.91
Asus,Intel i7,16,AMD Radeon RX 6800,15.6,6.6,1.2,macOS,256,SSD,3840,2160,2420.08
MSI,AMD Ryzen 3,16,AMD Radeon RX 6800,14.0,7.7,2.91,macOS,2048,SSD,1920,1080,1219.12
Acer,Intel i7,32,AMD Radeon RX 6600,13.3,9.0,1.71,Linux,2048,SSD,2560,1440,2374.91
Microsoft,AMD Ryzen 5,16,AMD Radeon RX 6600,15.6,6.5,2.25,macOS,512,SSD,3840,2160,1944.97
Asus,Intel i5,4,Nvidia GTX 1650,17.3,5.0,2.88,FreeDOS,256,SSD,1920,1080,924.97
Razer,AMD Ryzen 5,64,Nvidia RTX 2060,14.0,7.7,3.35,macOS,2048,SSD,1366,768,2655.77
Lenovo,Intel i9,16,Integrated,15.6,5.2,2.93,Linux,512,SSD,2560,1440,1692.34
HP,Intel i7,8,Nvidia RTX 3080,16.0,4.6,3.1,FreeDOS,512,SSD,2560,1440,1472.89
Acer,AMD Ryzen 9,64,Nvidia RTX 2060,14.0,11.1,3.39,Windows,1024,HDD,1920,1080,3003.75
Dell,AMD Ryzen 7,16,AMD Radeon RX 6800,13.3,5.1,1.64,macOS,1024,SSD,2560,1440,1845.58
Acer,Intel i9,8,Nvidia GTX 1650,15.6,8.3,1.94,Windows,1024,SSD,1366,768,1532.92
Samsung,AMD Ryzen 5,32,AMD Radeon RX 6600,14.0,5.8,2.25,Windows,1024,SSD,2560,1440,1774.11
Lenovo,Intel i9,4,Nvidia RTX 3080,16.0,7.3,1.59,Windows,1024,HDD,3840,2160,2004.65
Dell,Intel i7,64,Nvidia RTX 2060,17.3,10.4,1.2,macOS,512,SSD,1920,1080,3110.42
Acer,Intel i3,4,AMD Radeon RX 6800,13.3,7.4,2.7,FreeDOS,1024,SSD,1366,768,598.97
Acer,Intel i5,32,Integrated,17.3,10.0,1.23,FreeDOS,1024,SSD,2560,1440,1423.64
MSI,Intel i3,4,Integrated,15.6,7.4,3.1,Linux,1024,HDD,1920,1080,605.05
Samsung,AMD Ryzen 7,32,Nvidia GTX 1650,17.3,9.2,2.87,Windows,1024,HDD,1366,768,1446.29
MSI,AMD Ryzen 5,4,Nvidia RTX 3060,16.0,5.5,1.83,macOS,256,SSD,1920,1080,1242.73
Acer,Intel i3,16,AMD Radeon RX 6800,15.6,5.5,2.91,macOS,2048,SSD,1920,1080,1139.02
Razer,AMD Ryzen 3,64,Nvidia RTX 3060,17.3,11.3,2.84,FreeDOS,1024,HDD,1366,768,1870.51
Samsung,Intel i7,4,Nvidia RTX 3080,13.3,9.3,1.21,FreeDOS,512,SSD,1366,768,856.91
Acer,AMD Ryzen 3,8,AMD Radeon RX 6800,17.3,6.1,1.51,Windows,1024,HDD,2560,1440,928.41
Razer,AMD Ryzen 9,16,Nvidia GTX 1650,17.3,9.7,1.22,Windows,256,SSD,1366,768,2406.85
MSI,AMD Ryzen 3,8,AMD Radeon RX 6800,15.6,8.9,1.88,macOS,1024,HDD,1366,768,853.41
Apple,AMD Ryzen 5,64,AMD Radeon RX 6600,15.6,5.7,3.47,Linux,256,SSD,3840,2160,6019.4
Razer,AMD Ryzen 5,32,Nvidia RTX 3060,16.0,8.0,2.02,Linux,1024,HDD,1366,768,1597.24
Apple,Intel i7,8,Nvidia RTX 3060,13.3,10.1,2.97,FreeDOS,256,SSD,1366,768,1444.95
Samsung,Intel i5,8,AMD Radeon RX 6600,13.3,4.3,2.64,FreeDOS,2048,SSD,1920,1080,921.12
Dell,Intel i5,4,Nvidia GTX 1650,16.0,9.1,2.22,FreeDOS,256,SSD,1920,1080,976.22
Lenovo,Intel i7,64,Integrated,15.6,7.4,3.32,macOS,1024,HDD,1920,1080,1799.18
Asus,Intel i7,64,AMD Radeon RX 6800,14.0,8.7,2.54,FreeDOS,256,SSD,1366,768,2385.68
Lenovo,Intel i7,4,Nvidia RTX 2060,15.6,7.5,2.47,macOS,256,SSD,1920,1080,1034.26
HP,Intel i3,4,Nvidia RTX 2060,14.0,6.3,2.93,Linux,1024,HDD,1920,1080,685.84
HP,Intel i3,4,Nvidia GTX 1650,17.3,11.3,2.56,FreeDOS,512,SSD,2560,1440,871.1
MSI,Intel i3,64,Integrated,13.3,6.8,1.54,FreeDOS,1024,SSD,1920,1080,1595.13
Lenovo,Intel i3,64,Integrated,14.0,4.6,2.2,FreeDOS,1024,SSD,1920,1080,1208.34
Microsoft,AMD Ryzen 9,4,Nvidia RTX 2060,14.0,5.2,1.36,Windows,1024,SSD,1366,768,1253.69
MSI,Intel i7,8,Integrated,16.0,4.9,1.62,Windows,2048,SSD,3840,2160,1880.01
Microsoft,AMD Ryzen 5,32,AMD Radeon RX 6600,16.0,5.9,3.04,Linux,1024,SSD,1920,1080,1619.3
Acer,Intel i9,16,Nvidia RTX 2060,14.0,5.8,1.38,macOS,256,SSD,3840,2160,3067.09
Acer,AMD Ryzen 5,16,Nvidia RTX 2060,17.3,6.5,1.64,Linux,1024,HDD,2560,1440,1154.93
Asus,Intel i7,4,Integrated,17.3,8.7,2.97,FreeDOS,1024,SSD,2560,1440,1067.61
Lenovo,AMD Ryzen 7,64,AMD Radeon RX 6600,16.0,11.3,3.34,Windows,1024,HDD,1920,1080,2422.18
Dell,Intel i5,4,AMD Radeon RX 6600,13.3,7.5,2.48,Windows,2048,SSD,3840,2160,1262.88
Lenovo,Intel i7,4,Nvidia RTX 2060,14.0,12.0,1.28,FreeDOS,512,SSD,2560,1440,1182.94
Acer,Intel i7,32,Integrated,13.3,10.0,1.73,FreeDOS,1024,HDD,2560,1440,1315.05
Lenovo,Intel i3,32,AMD Radeon RX 6800,16.0,10.0,3.09,macOS,2048,SSD,3840,2160,2138.32
Samsung,AMD Ryzen 7,4,AMD Radeon RX 6600,16.0,4.1,2.37,macOS,1024,SSD,1920,1080,1091.41
Dell,Intel i9,32,Integrated,17.3,4.4,2.76,Linux,1024,SSD,1920,1080,1760.11
Apple,Intel i3,16,Nvidia RTX 3080,15.6,9.0,1.9,Linux,1024,SSD,2560,1440,1894.9
Acer,Intel i3,4,Nvidia GTX 1650,17.3,6.9,2.72,Linux,1024,HDD,1366,768,543.28
Acer,AMD Ryzen 7,32,Nvidia RTX 3060,13.3,10.0,1.95,Linux,512,SSD,1920,1080,1780.21
Dell,AMD Ryzen 7,4,Nvidia RTX 2060,16.0,11.9,3.41,Linux,2048,SSD,1366,768,849.3
MSI,Intel i7,16,Nvidia RTX 2060,15.6,11.3,1.21,Windows,1024,SSD,2560,1440,2400.26
HP,AMD Ryzen 9,4,Nvidia RTX 3060,14.0,6.7,1.34,Windows,1024,SSD,1366,768,1118.69
Asus,AMD Ryzen 7,8,AMD Radeon RX 6600,13.3,6.2,2.45,macOS,1024,SSD,1366,768,886.87
HP,AMD Ryzen 3,4,Nvidia GTX 1650,13.3,7.9,3.35,Windows,2048,SSD,1366,768,583.36
Microsoft,AMD Ryzen 9,32,Nvidia RTX 3060,14.0,10.0,2.07,Linux,2048,SSD,1366,768,2135.38
Asus,Intel i9,8,Integrated,13.3,5.4,3.05,FreeDOS,1024,SSD,3840,2160,1607.57
Dell,Intel i3,8,Nvidia RTX 3060,16.0,4.9,2.22,macOS,1024,SSD,3840,2160,1359.23
Microsoft,AMD Ryzen 9,16,Nvidia RTX 3080,14.0,6.0,1.2,Linux,512,SSD,1366,768,1647.55
HP,Intel i9,8,Nvidia RTX 2060,14.0,5.9,2.29,FreeDOS,512,SSD,1366,768,1393.74
MSI,Intel i5,16,Nvidia RTX 3080,15.6,5.9,2.7,Linux,2048,SSD,1366,768,1187.81
MSI,AMD Ryzen 5,16,AMD Radeon RX 6600,16.0,8.6,3.16,FreeDOS,1024,SSD,2560,1440,1845.46
Apple,AMD Ryzen 9,32,Nvidia RTX 3080,16.0,9.6,2.7,Linux,2048,SSD,3840,2160,6630.72
Acer,Intel i5,8,Nvidia RTX 3080,13.3,10.8,2.99,Windows,1024,SSD,2560,1440,1263.4
Lenovo,Intel i7,8,Nvidia RTX 3080,16.0,4.6,2.98,Windows,1024,SSD,1366,768,1106.47
MSI,Intel i7,8,Nvidia RTX 3060,17.3,8.0,1.51,FreeDOS,512,SSD,1366,768,1422.85
HP,Intel i9,64,Nvidia RTX 3060,14.0,10.0,3.44,Windows,512,SSD,1920,1080,3516.73
Apple,AMD Ryzen 7,8,Integrated,16.0,4.0,1.88,Windows,1024,HDD,1920,1080,1189.88
Razer,Intel i5,32,Nvidia RTX 2060,13.3,4.1,1.22,FreeDOS,1024,SSD,2560,1440,2670.37
MSI,Intel i3,8,Nvidia RTX 2060,17.3,5.6,2.84,macOS,256,SSD,1920,1080,1161.17
Apple,AMD Ryzen 3,64,Nvidia RTX 3060,14.0,6.0,1.54,FreeDOS,2048,SSD,3840,2160,4393.44
Microsoft,AMD Ryzen 9,16,Nvidia RTX 2060,16.0,7.7,3.14,macOS,1024,SSD,2560,1440,2584.94
Acer,Intel i5,4,Nvidia RTX 3080,15.6,9.6,1.38,Windows,2048,SSD,1366,768,846.19
Samsung,Intel i3,4,Integrated,16.0,4.2,2.09,Linux,2048,SSD,1920,1080,612.01
Lenovo,AMD Ryzen 9,16,Nvidia GTX 1650,16.0,8.5,2.73,Windows,256,SSD,1366,768,1547.93
Razer,Intel i7,32,AMD Radeon RX 6600,15.6,5.6,2.06,Windows,2048,SSD,1366,768,2211.77
Samsung,Intel i7,8,Nvidia RTX 2060,14.0,8.1,1.26,FreeDOS,2048,SSD,2560,1440,1464.84
Apple,AMD Ryzen 3,4,AMD Radeon RX 6800,13.3,6.3,1.94,FreeDOS,1024,HDD,2560,1440,1003.35
MSI,Intel i3,16,Nvidia RTX 3060,14.0,9.6,2.4,Linux,1024,HDD,3840,2160,1700.76
Asus,AMD Ryzen 7,32,Nvidia RTX 2060,17.3,5.9,2.8,macOS,1024,HDD,2560,1440,1975.51
MSI,Intel i5,16,Nvidia RTX 3080,14.0,4.3,1.27,Linux,1024,HDD,3840,2160,1957.82
MSI,Intel i5,8,AMD Radeon RX 6800,13.3,7.7,2.08,Linux,1024,SSD,2560,1440,1592.01
MSI,Intel i3,32,Nvidia RTX 2060,16.0,7.6,3.19,Linux,512,SSD,1366,768,1581.76
Acer,AMD Ryzen 7,4,AMD Radeon RX 6800,13.3,7.0,2.04,FreeDOS,2048,SSD,2560,1440,1339.91
Microsoft,AMD Ryzen 9,8,Nvidia RTX 3080,13.3,9.1,1.41,FreeDOS,1024,HDD,1920,1080,1258.38
Acer,AMD Ryzen 3,16,Nvidia RTX 3080,16.0,7.9,1.54,FreeDOS,1024,SSD,1920,1080,952.06
Apple,Intel i5,16,Nvidia RTX 2060,13.3,8.7,3.33,FreeDOS,2048,SSD,3840,2160,2649.77
Apple,Intel i3,16,AMD Radeon RX 6600,13.3,9.6,2.01,Linux,256,SSD,2560,1440,1714.85
Asus,Intel i5,64,Nvidia RTX 3060,16.0,11.6,2.46,macOS,1024,HDD,1366,768,1556.1
Dell,Intel i7,8,Nvidia RTX 3080,13.3,9.3,1.34,Linux,1024,SSD,1366,768,1095.15
Acer,AMD Ryzen 3,4,Nvidia RTX 2060,15.6,6.8,2.19,Linux,1024,SSD,3840,2160,1153.51
Microsoft,Intel i3,64,Nvidia RTX 3060,16.0,5.8,2.77,macOS,1024,HDD,3840,2160,2894.03
Samsung,AMD Ryzen 5,4,Nvidia RTX 3060,16.0,4.8,3.04,Linux,1024,HDD,1366,768,542.72
Samsung,Intel i7,16,Nvidia GTX 1650,13.3,11.1,3.4,Linux,512,SSD,2560,1440,1598.94
Lenovo,Intel i7,32,Nvidia RTX 2060,13.3,10.0,1.54,FreeDOS,256,SSD,2560,1440,2230.67
Apple,AMD Ryzen 3,4,Nvidia GTX 1650,17.3,9.0,3.42,Windows,2048,SSD,2560,1440,1333.66
HP,Intel i7,4,Integrated,13.3,6.1,2.01,Windows,256,SSD,3840,2160,1176.58
Asus,Intel i3,32,Nvidia GTX 1650,15.6,10.2,1.6,FreeDOS,2048,SSD,1366,768,1031.77
Razer,Intel i3,4,Nvidia GTX 1650,13.3,6.4,3.44,FreeDOS,1024,SSD,1920,1080,1083.48
Acer,Intel i9,32,Nvidia RTX 3060,14.0,7.9,2.61,FreeDOS,2048,SSD,3840,2160,4134.77
Acer,AMD Ryzen 9,8,Nvidia RTX 2060,15.6,6.1,2.94,Linux,2048,SSD,1920,1080,1734.64
HP,Intel i5,64,AMD Radeon RX 6800,15.6,6.0,2.25,Windows,1024,HDD,2560,1440,2547.09
HP,AMD Ryzen 7,8,Nvidia RTX 3080,15.6,6.1,2.18,Windows,256,SSD,1920,1080,1265.1
Asus,Intel i7,32,Nvidia RTX 2060,14.0,7.0,2.91,macOS,512,SSD,1920,1080,1890.04
Apple,AMD Ryzen 9,4,AMD Radeon RX 6800,14.0,6.5,1.68,Windows,1024,SSD,1366,768,1630.06
HP,Intel i5,32,Integrated,15.6,10.3,1.83,Linux,512,SSD,2560,1440,1223.82
Asus,AMD Ryzen 5,64,Nvidia RTX 3060,13.3,7.1,1.44,macOS,1024,HDD,3840,2160,2925.73
HP,Intel i3,16,Nvidia GTX 1650,15.6,4.9,1.88,macOS,512,SSD,1366,768,962.35
Acer,AMD Ryzen 5,4,Nvidia GTX 1650,17.3,11.7,1.35,FreeDOS,1024,HDD,3840,2160,1218.97
Asus,Intel i3,8,Integrated,15.6,11.3,1.74,FreeDOS,512,SSD,3840,2160,869.53
MSI,Intel i9,32,Nvidia RTX 3080,16.0,5.1,3.18,Windows,512,SSD,3840,2160,5759.27
Lenovo,Intel i3,32,Nvidia RTX 2060,14.0,4.9,2.54,Linux,256,SSD,1920,1080,1312.72
HP,Intel i9,32,AMD Radeon RX 6800,17.3,6.3,1.76,FreeDOS,1024,SSD,2560,1440,3412.18
Razer,AMD Ryzen 5,64,AMD Radeon RX 6800,14.0,8.7,1.72,macOS,256,SSD,3840,2160,5163.45
Dell,AMD Ryzen 3,8,Nvidia RTX 3060,16.0,5.6,3.36,macOS,2048,SSD,1920,1080,823.46
Samsung,Intel i3,8,Nvidia RTX 3060,14.0,8.3,2.36,Linux,1024,HDD,2560,1440,791.34
